Página,Título,Conteúdo
https://www.computacao.ufcg.edu.br/?page_id=1381,O Programa,"O Programa de Pós-Graduação em Ciência da Computação da Universidade Federal de Campina Grande , iniciado em 1973, tem como objetivo a formação de Mestres e Doutores em Ciência da Computação. O Programa possui área de concentração em Ciência da Computação e duas linhas de pesquisa : Metodologia e Técnicas da Computação, Sistemas de Computação. Em 2023 o PPGCC/UFCG completou 50 anos, sendo reconhecido pela qualidade do seu corpo docente e da formação oferecida, de destaque tanto em âmbito nacional quanto internacional, e tanto na academia quanto na indústria. Os alunos tem a oportunidade de se engajar em projetos de pesquisa financiados por agências como CNPq/CAPES/FINEP/RNP/FAPESQ, ou empresas como HP, CHESF, DELL, IBM, Samsung, VTEX, NuBank, dentre outras. Em anos recentes, o programa obteve prêmios de melhor artigo nas maiores conferências nacionais da área (SBES, SBRC, SBSC, SBBD, SBCARS e CBSoft, entre outras), além de destaque em diversas conferências internacionais. O corpo docente do programa é formado principalmente por professores do Departamento de Sistemas e Computação (DSC) da UFCG. O DSC conta com 06 laboratórios temáticos de pesquisa e ampla infraestrutura dedicada à pesquisa, ocupando com este propósito uma área total de aproximadamente 1000 m2 no campus. Dando suporte a estes laboratórios, o departamento opera uma infraestrutura de Computação em Nuvem que hospeda serviços necessários à pesquisa, e está atualmente implantando uma infraestrutura de supercomputação baseada em GPUs para experimentos em IA. Além dos laboratórios, bibliotecas e auditórios, há salas de reuniões disponíveis e equipadas com câmera, projetores e dispositivos para áudio-conferência. Campina Grande é a segunda maior cidade da Paraíba. Tem aproximadamente 400 mil habitantes. Distante apenas 120Km do litoral, e de João Pessoa, Campina Grande se situa no alto da Serra da Borborema (550 metros acima do nível do mar), o que lhe propicia um clima agradável durante o ano inteiro. A cidade é conhecida internacionalmente por sua vocação para Ciência e Tecnologia, tendo sido sede de importantes eventos técnicos e científicos. Campina Grande tem uma vida cultural variada, em que se destacam o São João, que acontece durante todo o mês de junho (sendo conhecido como “O Maior São João do Mundo”), e o Festival de Inverno. Esse clima cultural é especialmente potencializado por Campina Grande ser uma cidade de vocação universitária que atrai e reúne estudantes e pesquisadores do Brasil e do exterior. O Programa é atualmente avaliado com conceito 4 pela CAPES. Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://www.computacao.ufcg.edu.br/?page_id=2438,Procedimento Geral de Bolsas do PPGCC/UFCG,"Em atendimento à Resolução 08/2023 da PRPG/UFCG , que estabelece a necessidade de reanálise periódica dos bolsistas para priorizar a alocação de bolsas conforme critérios de maior necessidade, o PPGCC/UFCG adota um procedimento de fluxo contínuo . Este procedimento segue as diretrizes da Resolução 08/2023 da CSPG/UFCG, bem como as normas da agência de fomento e da Norma Complementar 005/2021 do PPGCC/UFCG. Cadastro de Interessados Alunos interessados em receber uma bolsa devem preencher este formulário . O formulário pode ser atualizado (editado) a qualquer momento pelos candidatos, garantindo que as informações estejam sempre atualizadas. Lista de Espera por Bolsas e Lista de Bolsistas Lista de Espera por Bolsas (LEB): ordenada por prioridade de recebimento. Lista de Bolsistas (LB): ordenada por prioridade de permanência na bolsa, onde os últimos da lista são os que possuem menor prioridade para manter o benefício. As listas mencionadas acima são calculadas a partir das informações declaradas no formulário de cadastro de interessados e critérios estabelecidos na Norma 005/2021 . Critérios para Alocação e Realocação A alocação de novas bolsas seguirá a ordem da LEB, priorizando os candidatos conforme a Norma 005/2021 . A realocação de bolsas ocorrerá apenas nos casos em que não houver bolsas disponíveis no programa e houver candidatos na LEB que não possuam vínculo empregatício nem exerçam qualquer outra atividade remunerada . Nessa situação, somente os bolsistas da LB que possuam vínculo empregatício ou exerçam alguma atividade remunerada poderão ter suas bolsas realocadas em favor dos candidatos da LEB, seguindo a ordem de prioridade definida na Norma 005/2021 . O discente, cuja bolsa foi realocada, será movido para a LEB, mantendo sua posição de prioridade para concorrer a futuras bolsas. Atualização e Monitoramento Em até três meses , a Comissão de Bolsas do programa realiza uma reavaliação para garantir que as bolsas sejam destinadas a quem tem maior prioridade. As listas de espera e de bolsistas atualizadas podem ser acessadas neste link . Comissão de Bolsas Prof. Leandro Balby Marinho Prof. Lívia Maria Rodrigues Sampaio Campos Prof. Thiago Emmanuel Pereira da Cunha Silva Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://www.computacao.ufcg.edu.br/?page_id=2184,Calendário 2025 - Pós-Graduação,Período Letivo 2025.1 Matrícula Início das Aulas Prazo Final para Trancamento Término das Aulas Prazo Final para Diários 25 e 26/02/2025 10/03/2025 15/04/2025 11/07/2025 18/07/2025 * 14/02/2025: prazo máximo para solicitação de matrícula como aluno especial * 27/02 a 07/03/2025: período de ajuste de matrícula * 07/07 a 11/07/2025: apresentações das disciplinas de projeto de pesquisa/doutorado Período Letivo 2025.2 Matrícula Início das Aulas Prazo Final para Trancamento Término das Aulas Prazo Final para Diários 05 e 06/08/2025 11/08/2025 16/09/2025 05/12/2025 12/12/2025 * 07/08/2025: período de ajuste de matrícula * 02/12 a 05/12/2025: apresentações das disciplinas de projeto de pesquisa/doutorado Horário de Aulas 2025.1 * Sala: CD 107 para FPCC I e II e RE09 para FPCC III.
https://www.computacao.ufcg.edu.br/?page_id=2184,Horário de Aulas 2025.1* Sala: CD 107 para FPCC I e II e RE09 para FPCC III.,Disciplina Créditos Professor Segunda Terça Quarta Quinta Sexta FPCC I (doutorado/mestrado) 4 Antão Moura 16-18 14-16 08-10 FPCC II (doutorado/mestrado) 4 Fábio Jorge 14-16 16-18 FPCC III (doutorado/mestrado) 4 Thiago Nóbrega 10-12 Projeto de pesquisa (doutorado) Disciplina ofertada pelo(s) orientador(es) com sub-título específico para desenvolvimento de pesquisa. Ver relação de disciplinas ofertadas Trabalho de tese (doutorado) Para alunos de Doutorado aprovados no Exame de Qualificação e que ainda não ultrapassaram a data limite para defesa de Tese. Trabalho de dissertação (mestrado) Para alunos de Mestrado aprovados no Exame de Qualificação e que ainda não ultrapassaram a data limite para defesa de Dissertação. Horário de Aulas 2025.2
https://www.computacao.ufcg.edu.br/?page_id=2184,Horário de Aulas 2025.2,Disciplina Créditos Professor Segunda Terça Quarta Quinta Sexta TECC (Sistemas Distribuídos) – Sala CAA 307 (doutorado/mestrado) 4 Andrey Brito 16-18 14-16 TECC (Provisionamento e Operação de Infraestruturas) – Sala CD107 (doutorado/mestrado) 4 Fábio Jorge 16-18 14-16 TECC (Aprendizagem de Máquina) – Sala CAA 303 (doutorado/mestrado) 4 Cláudio Campelo 16-18 14-16 Projeto de pesquisa (doutorado) Disciplina ofertada pelo(s) orientador(es) com sub-título específico para desenvolvimento de pesquisa. Ver relação de disciplinas ofertadas Trabalho de tese (doutorado) Para alunos de Doutorado aprovados no Exame de Qualificação e que ainda não ultrapassaram a data limite para defesa de Tese. Trabalho de dissertação (mestrado) Para alunos de Mestrado aprovados no Exame de Qualificação e que ainda não ultrapassaram a data limite para defesa de Dissertação. Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo
https://www.computacao.ufcg.edu.br/?page_id=1291,Procedimentos Administrativos da Pós-graduação,"GERAL ATENÇÃO: Todas as solicitações devem ser feitas através da abertura de processo no Sistema Eletrônico de Informações (SEI) . Uso de Recursos PROAP Formulário para Consulta (Primeiro passo) Procedimento para Solicitação de Recursos PROAP ALUNOS Solicitação de Declaração, Histórico e Outros Solicitações devem ser feitas pelo SEI. O aluno deve criar um processo do tipo “diplomas/certificados” e indicar a solicitação específica. Matrícula e Trancamento de Disciplinas Encaminhar processo via SEI anexando o formulário de matrícula e trancamento . Procedimento Geral de Bolsas do PPGCC/UFCG Informações detalhadas Formulário de Cadastro/Atualização Estágio Docência Para solicitar matrícula em Estágio Docência, o aluno deve encaminhar processo via SEI anexando os documentos com pelo menos trinta dias de antecedência do início do período da graduação: Formulário para Solicitação de Matrícula em Estágio Docência Modelo de Proposta de Estágio Docência Ao final do estágio, o aluno deve entrar com um processo via SEI anexando o relatório de acordo com este modelo . Prorrogação de Prazo e Interrupção de Estudos Encaminhe o processo via SEI pelo menos 30 dias antes do prazo final da defesa. Formulário de Prorrogação de Prazo Formulário de Interrupção de Estudos Recurso à Câmara Superior de Pós-Graduação (CSPG) O aluno tem até 10 dias corridos para solicitar o recurso. O recurso (Modelo de Recurso) deve ser realizado no mesmo processo de solicitação de prorrogação indeferida. Anexar, opcionalmente, por meio de peticionamento intercorrente: Cronograma de atividades Versão preliminar da tese ou dissertação Outros documentos relevantes (ex: atestado, declaração) Equivalência de Título de Mestre Abrir processo no SEI com os seguintes documentos: Cópia do diploma (frente e verso) Histórico do mestrado Tipo de processo: Pós-Graduação (Stricto Sensu): Solicitação de Equivalência de Título Certificado de Conclusão Pós-Doutorado (PNPD e outros) Ao finalizar as atividades do Pós-Doutorado, o bolsista PNPD/CAPES (ou via outros programas) deve abrir um processo solicitando a certidão de conclusão do estágio, incluindo: Relatório final Ata do colegiado aprovando o relatório Documentos pessoais Nada consta da biblioteca Encaminhar para COPIN-PRPG. Teses e Dissertações Modelo para Qualificação de Mestrado (Word) Modelo para Qualificação de Mestrado (LaTeX) Modelos para Teses e Dissertações (PDF) Modelos para Teses e Dissertações (LaTeX) Modelos para Teses e Dissertações (Word – referência) Normas para Apresentação de Monografia Procedimento Pós-Defesa O orientador do aluno deve comunicar por e-mail à Coordenação e à Secretaria do Programa que o aluno concluiu as correções do trabalho final. Após isso, o aluno deve: Solicitar folha de rosto à secretaria Enviar formulário à fichacatalografica@ufcg.edu.br Depositar o trabalho final (PDF) via SEI Preencher formulário de cadastramento na Plataforma Sucupira Solicitação de Diploma Após a finalização dos procedimentos anteriores, o aluno deve abrir um processo SEI enviado à COPIN-PRPG contendo: RG, CPF Título de eleitor e quitação Certificado de reservista (homens) Diplomas (graduação e/ou pós-graduação) Nada consta da biblioteca Declaração de depósito do trabalho final OBS: Mudança de nome exige certidão correspondente.| Tipo de processo: Pós-Graduação (Stricto Sensu): Solicitação de Equivalência de Título PROFESSORES Defesa e Comissão Examinadora Homologação Qualificação Mestrado Homologação Qualificação Doutorado Homologação Defesa Mestrado Homologação Defesa Doutorado Mudança de Orientação Encaminhe processo no SEI para “Pós-Graduação: Indicação/Substituição de Orientador e Coorientador” com o formulário de solicitação . Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://www.computacao.ufcg.edu.br/?page_id=1158,Normas da Pós-graduação,Regulamentos Regulamento Geral dos Cursos e Programas de Pós-Graduação Stricto Sensu da UFCG (Res. 03/2016) Regulamento do Programa de Pós-Graduação Stricto Sensu em Ciência da Computação da UFCG (Res. 04/2016) Comissão Examinadora PPGCC-03/24: Requisitos para Homologação de Bancas Examinadoras de Mestrado e Doutorado Defesa de Doutorado PPGCC-02/21: Requisitos para Apresentação da Tese de Doutorado Bolsas PPGCC-UFCG-005/2021: Critérios para classificação de alunos nas alocações de bolsas PROAP PPGCC-04/21: Critérios para Utilização de Recursos do PROAP/CAPES para Concessão de Passagens e Auxílio Financeiro para Alunos de Mestrado e Doutorado e Professores Credenciamento/Recredenciamento PPGCC-UFCG-001/2024: Credenciamento e Recredenciamento de Docentes Internos PPGCC-UFCG-002/2024: Credenciamento e Recredenciamento de Docentes Externos Índice de Produtividade e Classificação Docente (IPD/CDD) Aluno Especial PPGCC-02/11: Critérios para Ingresso como Aluno Especial Aproveitamento de Estudos PPGCC-UFCG 02/2017: Aproveitamento de Estudos nas Disciplinas Estágio Docência I e Estágio Docência II PPGCC-UFCG 003/2021: Aproveitamento de Estudos de Disciplinas com Título Publicação Científica Estágio Docência PPGCC-UFCG 003/2017: Estágio Docência Resolução 14/2008 da UFCG Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo
https://www.computacao.ufcg.edu.br/?page_id=749,Processo de Seleção 2025.1 - Mestrado e Doutorado,"EDITAL PRPG 36/2024 , RETIFICAÇÃO EDITAL PRPG Nº36/2024 : Seleção para o Mestrado em Ciência da Computação (PPGCC) – Ingresso no 1º semestre do calendário acadêmico de 2025. EDITAL PRPG 37/2024 , RETIFICAÇÃO EDITAL PRPG Nº37/2024 : Seleção para o Doutorado em Ciência da Computação (PPGCC) – Ingresso no 1º semestre do calendário acadêmico de 2025. Período de Inscrições: As inscrições estarão abertas do dia 16/10/2024 (0h) até o dia 08/11/2024 (23h59) . Requisitos para Inscrição: Podem se inscrever candidatos portadores de diploma de graduação em Ciência da Computação ou áreas afins, conforme especificado nos editais de seleção (Seção 3). Sobre o Processo Seletivo: Os Editais de Seleção ( EDITAL PRPG 36/2024 e EDITAL PRPG 37/2024 ) detalham o processo de inscrição, seleção e divulgação dos resultados. Áreas de Pesquisa e Vagas – Mestrado: Engenharia de Software Inteligência Artificial Redes e Sistemas Distribuídos Sistemas de Informação e Banco de Dados Consulte as ÁREAS DE PESQUISA 2025.1 e as vagas oferecidas pelos docentes do PPGCC para fazer sua inscrição. Temas de Pesquisa e Vagas – Doutorado: As vagas para o doutorado estão distribuídas entre os TEMAS de PESQUISA 2025.1 propostos pelos docentes do PPGCC. É importante que os candidatos leiam o “Resumo” de cada tema e, se necessário, entrem em contato diretamente com os docentes responsáveis pelos temas de interesse. Procedimentos de Inscrição: Para realizar a inscrição, é necessário preencher os seguintes formulários online: Formulário de inscrição para o Mestrado Formulário de inscrição para o Doutorado Plano de Pesquisa e Currículo Narrativo – Doutorado: Candidatos ao doutorado devem submeter um Plano de Pesquisa para cada tema de interesse, conforme orientações da Seção 4.3 do EDITAL PRPG 37/2024 . Além disso, devem enviar um Currículo Narrativo explicitando como sua trajetória é relevante para o tema. Utilize este TEMPLATE DE CURRÍCULO NARRATIVO . Dúvidas sobre a seleção: selecao.ppgcc@copin.ufcg.edu.br O procedimento de matrícula pode é descrito neste link . Resultados Resultado da Homologação das Inscrições Resultado Parcial Mestrado sem Alocação Resultado Parcial Doutorado sem Alocação Resultado Final Mestrado e Doutorado com Alocação 1a Chamada Lista de Espera 2a Chamada Lista de Espera 3a Chamada Lista de Espera 4a Chamada Lista de Espera 5a Chamada Lista de Espera Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://www.computacao.ufcg.edu.br/?page_id=1273,"Laboratórios de Pesquisa, Desenvolvimento e Inovação","Os Laboratórios de Pesquisa, Desenvolvimento e Inovação (LPD&I) da UASC provêem infraestrutura física e recursos humanos para o desenvolvimento de projetos de pesquisa, desenvolvimento e inovação financiados pela Unidade EMBRAPII do CEEI/UFCG na área de Software, Sistemas Ciberfísicos e Inteligência Artificial Aplicada. Laboratório de Computação Inteligente Aplicada (LACINA) O LACINA desenvolve atividades de pesquisa, desenvolvimento, inovação (PD&I) e extensão, envolvendo alunos de graduação, mestrado, doutorado, pós-doutorado e professores da UFCG, além de colaboradores externos de diversos níveis e funções, totalizando aproximadamente 65 colaboradores. A integração da equipe é uma das metas essenciais do laboratório, com o intuito de fomentar um ambiente propício para a produção de conhecimento e a formação de excelência dos alunos envolvidos. Dentre as principais competências de PD&I conduzidas no LACINA, estão: Ciência de Dados, Inteligência Artificial, Processamento de Linguagem Natural, Big Data, Recuperação de Informação, Análise de Dados Geográficos e Desenvolvimento de Software em Geral, com soluções voltadas para diversas áreas do conhecimento, incluindo Educação, Indústria, Comércio, Comunicação, entre outras. O LACINA mantém parcerias com o setor público e com empresas de diversos portes, desde startups com grande potencial de crescimento através de soluções de inovação com base tecnológica a grandes empresas estabelecidas no mercado nacional e internacional.  Laboratório de Inteligência Artificial e Arquiteturas Dedicadas (LIAD)  O Laboratório de Inteligência Artificial e Arquiteturas Dedicadas (LIAD) atua há mais de 15 anos em pesquisa e desenvolvimento tecnológico nas áreas de Inteligência Artificial, Visão Computacional, Aprendizagem de Máquina e Reconhecimento de Padrões em Multimídia. Laboratório de Práticas de Software (SPLab) Desde 2011, o SPLAB se estabelece através de atividades de pesquisa e inovação em Engenharia de Software, incluindo boas práticas de manutenção, verificação, arquitetura e organização de equipes de desenvolvimento. Além de atividades de pós-graduação e pesquisa, com trabalhos de mestrado, doutorado e pós-doutorado, o laboratório vêm estabelecendo parcerias com instituições públicas e privadas para projetos de inovação, tais como Samsung, Ingenico, IBM, Polícia Federal, VTEX, Nubank, entre outros  Laboratório de Sistemas Distribuídos (LSD)  Criado informalmente em outubro de 1995, e oficialmente em julho de 1996, o LSD é um dos mais dinâmicos laboratórios de pesquisa, desenvolvimento e inovação da UFCG. O LSD busca ser um agente transformador na formação dos alunos da UFCG para que estes tenham acesso ao estado da arte nas áreas de atuação do laboratório, atinjam excelência técnica e empoderamento, como também, ser um agente transformador do seu entorno. Sua missão é executar de maneira coordenada, em um ambiente catalisador de formação, projetos de ensino, pesquisa, desenvolvimento e extensão de caráter inovador. A maior parte desses projetos é executada em parceria com instituições públicas e empresas privadas. Atualmente, os projetos contemplam áreas como Aplicações Distribuídas, Computação na Nuvem e na Borda, Segurança e Confiabilidade de Sistemas Computacionais, Ciência de Dados e Aplicações de Inteligência Artificial em Sistemas Complexos. Laboratório de Sistemas de Informação (LSI) Criado em 1996, o LSI desenvolve atividades de pesquisa científica e aplicada na área de Sistemas de Informação e Banco de Dados, com ênfase nas áreas de Ciência de Dados, Banco de Dados, Business Intelligence, Geoprocessamento, Processamento de Linguagem Natural, Sistemas Inteligentes e Recuperação da Informação. O LSI tem trabalhado em Projetos de Pesquisa, Desenvolvimento e Extensão Inovadora com parceiros públicos e privados.  Laboratório de Sistemas Inteligentes (Brain)  O Laboratório Brain realiza projetos de iniciação científica, mestrado e doutorado, e atividades de PD&I no contexto da Inteligência Artificial para a Engenharia de Software. Além disso, o grupo organiza a Olimpíada Paraibana de Informática e cursos preparatórios para competições de programação para alunos dos ensinos fundamental ao superior. Através de parcerias com universidades e empresas nacionais e internacionais, o laboratório proporciona experiências para a formação dos seus integrantes, preparando-os para desafios reais tanto do mercado quanto da academia. Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://www.computacao.ufcg.edu.br/?page_id=1173,Núcleo de Transformação Digital,"O Núcleo de Transformação Digital é um órgão de apoio 
acadêmico-administrativo da UFCG, vinculado à UASC, com características 
de Núcleo de Extensão Universitária. O núcleo tem como objetivos fomentar e gerenciar a oferta e a 
realização de atividades de extensão universitária no âmbito da UASC, 
com a participação ativa de seus docentes, técnicos e dos discentes 
vinculados aos cursos por ela suportados. São atribuições do Núcleo: i) prospectar, junto à comunidade externa,
 demandas por atividades de extensão universitária no âmbito local, 
regional e nacional; ii) estimular a cooperação da UASC com parceiros 
externos à comunidade acadêmica, mediante a definição de acordos, 
convênios, projetos e outros instrumentos formais, para realização de 
atividades de extensão universitária; iii) prover infraestrutura 
adequada para o planejamento e a execução de atividades de extensão 
universitária; iv) divulgar amplamente as atividades de extensão 
universitária ofertadas pela UASC, bem como os resultados das atividades
 realizadas que sejam passíveis de divulgação; e, v) acompanhar e 
avaliar as atividades de extensão universitária planejadas, ofertadas e 
realizadas pela UASC. Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://www.computacao.ufcg.edu.br/?page_id=2269,Cadastro de Projetos,"Cadastro de Projetos de Pesquisa, Desenvolvimento e Inovação O cadastro de Projetos de Pesquisa, Desenvolvimento e Inovação (PD&I) é feito em duas etapas: Formalização da solicitação de cadastro através de processo aberto no sistema SEI da UFCG , contendo Requerimento Geral solicitando o cadastro do projeto e Ficha de Cadastro de Projetos PDI UASC-CEEI devidamente preenchida. O processo deve ser encaminhado para a Coordenação de Pesquisa e Extensão da UASC por meio do SEI (CPEX-UASC-CEEI). Você vai precisar do número do processo SEI criado no passo seguinte. Guarde esse número. Cadastro do projeto no sistema de controle interno da UASC, mediante o preenchimento do formulário disponível aqui . Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://www.computacao.ufcg.edu.br/?page_id=2533,Cadastro de Atividades de Extensão,"A Universidade Federal de Campina Grande define as seguintes ações como Atividades de Extensão: Programas: um conjunto de ações extensionistas interligadas, contemplando, no mínimo, três projetos integrados com características interdisciplinares, que promovam as ações de Extensão, Pesquisa e Ensino, desenvolvidas, prioritariamente, com a comunidade externa; Projeto: ação processual e contínua de caráter educativo, social, cultural, científico ou tecnológico, com objetivo específico e prazo determinado e que representa um conjunto de ações de interesse e de necessidade da sociedade, ampliando a relação e a troca de saberes desta com a Universidade; Cursos: conjunto articulado de ações pedagógicas, com carga horária igual ou superior a 20 horas, de caráter teórico e/ou prático, presencial e/ou a distância, planejados e organizados de maneira sistemática, com corpo de ministrantes, monitores e/ou facilitadores, carga horária e processo de avaliação definidos. Oficinas: conjunto articulado de ações pedagógicas, com carga horária igual ou superior a 04 (quatro) horas e inferior a 20 horas, de caráter teórico e/ou prático, na modalidade presencial, planejados e organizados de maneira sistemática. Eventos: consiste em uma ação pedagógica, de curta duração, de caráter teórico e/ou prático, planejada e organizada de modo sistemático, que implica na apresentação e/ou exibição pública, livre ou com clientela específica, que objetivem gerar, desenvolver, ampliar e divulgar conhecimentos produzidos ou reconhecidos, ou produto cultural, artístico, esportivo, científico e tecnológico desenvolvido, conservado ou reconhecido pela Universidade, cujo interesse esteja voltado para a comunidade externa, bem como para a comunidade acadêmica; Prestação de Serviços: atividade que promove socialização dos conhecimentos gerados pela Universidade para setores privados – mediante contrato de prestação de serviços específicos firmados por ambas as partes –  ou públicos, prioritariamente externos, com o objetivo de promover o desenvolvimento socioeconômico, científico e tecnológico, podendo ser realizada sob a forma de: i) assessoria: avaliação de caráter opinativo com emissão de parecer ou informação técnica sobre projeto(s), em andamento ou concluído(s); ii) consultoria: elaboração ou proposta de execução de projeto(s); iii) assistência: atendimento, individual ou coletivo, às pessoas ou animais; iv) serviço técnico especializado: atividades de organização, planejamento, execução, desenvolvimento técnico ou tecnológico, transferência tecnológica, análises laboratoriais ou outros serviços especializados utilizando a infraestrutura da Universidade. Os procedimentos para cadastro de atividades de extensão variam, dependendo da modalidade: Programas e projetos devem ser submetidos à Pró-Reitoria de Pesquisa e Extensão – PROPEX, a quem caberá avaliar, aprovar, registrar, acompanhar e certificar as atividades desenvolvidas; Cursos, oficinas, eventos e prestação de serviços devem ser submetidos ao Comitê Interno de Extensão da UASC, a quem caberá avaliar, aprovar, registrar, acompanhar e certificar as atividades desenvolvidas. Poderão submeter propostas de atividades de extensão os docentes, técnico-administrativos com formação em nível superior da UASC, os discentes vinculados ao Programa de Pós-Graduação em Ciência da Computação, os professores substitutos/visitantes, desde que a vigência da atividade não ultrapasse a vigência do contrato, a Codex e outras organizações estudantis, reconhecidas no âmbito da UASC, sob tutela de um docente ou técnico-administrativo com nível superior vinculado à UASC. Todas as avidades de extensão propostas, obrigatoriamente, deverão contemplar discentes regularmente matriculados nos cursos de graduação da UFCG ou nos cursos técnicos da ETSC/CFP, bem como quanficar o público externo parcipante/alvo da ação. As propostas de avidades de extensão apresentadas nas modalidades indicadas acima deverão observar e atender aos Editais vigentes da Pró-Reitoria de Pesquisa e Extensão da UFCG (FLUEX e PROBEX). Cadastro de Programas e Projetos A solicitação de cadastro de Programas e Projetos de Extensão é feita através de processo aberto no sistema SEI da UFCG , dirigido à Pró-Reitoria de Pesquisa e Extensão, contendo Requerimento Geral solicitando o cadastramento do Programa ou Projeto. Cursos, Oficinas, Eventos e Prestação de Serviços O cadastro de Cursos, Oficinas, Eventos e Prestação de Serviços é feito em duas etapas: Formalização da solicitação de cadastro através de processo aberto no sistema SEI da UFCG , dirigido ao Comitê Interno de Extensão da UASC (CIE-UASC), contendo Requerimento Geral solicitando o cadastramento da atividade. Você vai precisar do número do processo SEI criado no passo seguinte. Guarde esse número. Cadastro da atividade no sistema de controle interno da UASC, mediante o preenchimento do formulário disponível aqui . Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://www.computacao.ufcg.edu.br/?page_id=1163,Normas da Pesquisa e Extensão,"Gerais da UFCG Regulamenta as Atividades de Extensão na UFCG (Resolução CSPE 02/2022) Fixa normas para o PIBIC e PIBITI (Resolução CSPE 01/2016) Fixa normas para o PROBEX (Resolução CSPE 04/2009) Estágio (Resolução CSE 16/2022) Curricularização da extensão (Resolução CSE 14/2022 ) Específicas da Unidade Regimento do Núcleo de Transformação Digital (Resolução UASC 01/2024) Regulamenta os Laboratórios de Pesquisa, Desenvolvimento e Inovação da UASC (Resolução UASC 01/2023) Atividades Complementares e de Extensão do Currículo 2023 (Resolução CCGCC 01/2023) Estágio (Resolução 01/2020) Trabalho de Conclusão de Curso (Resolução 01/2019) Memória Serviços Ouvidoria Transparência Fale Conosco Memória Serviços Ouvidoria Transparência Fale Conosco Todos os direitos reservados © 2023 Universidade Federal de Campina Grande – PB – Desenvolvido por CodeX Jr – Conteúdo Criativo"
https://portal.ufcg.edu.br/graduacao/cursos-graduacao/145-ciencia-da-computacao-ceei-d.html,Perfil do Curso / Área de atuação,"O bacharel de Ciência da Computação trabalha, fundamentalmente, na elaboração de programas de informática para computadores e dispositivos móveis, visando identificar e resolver problemas que têm uma solução algorítmica. O curso da UFCG não somente enfatiza o estudo de tecnologias em voga momentaneamente; ele enfatiza, principalmente, uma sólida formação básica. Assim, ao final do curso espera-se que o profissional seja capaz de lidar bem com tecnologias e suas constantes mudanças, explorando a criatividade e o raciocínio crítico no desempenho de suas atividades na área dentro da sociedade. Dentre as competências do profissional de Ciência da Computação estão: Resolver problemas usando um ambiente de programação; Tomar decisões e inovar, com base no conhecimento do funcionamento e das características técnicas de hardware e da infraestrutura de software dos sistemas computacionais, consciente dos aspectos éticos, legais e dos impactos ambientais decorrentes; Projetar e desenvolver sistemas computacionais; Gerenciar projetos de desenvolvimento de sistemas computacionais em geral; Projetar, implantar e operar infraestruturas computacionais; Prestar consultoria na concepção, no desenvolvimento e no suporte de sistemas computacionais.

 

Duração do curso
9 períodos

Vagas - 1º semestre/2º semestre
90/90

COORDENAÇÃO

Tel.: + 55 (83) 2101.1027

Email: computacao.ceei@graduacao.ufcg.edu.br

Site: http://www.computacao.ufcg.edu.br/graduacao 

Link fluxograma: http://analytics.lsd.ufcg.edu.br"
https://memoria.computacao.ufcg.edu.br/p%C3%A1gina-principal,A Unidade Acadêmica de Sistemas e Computação,"A Unidade Acadêmica de Sistemas e Computação Uma das pioneiras na área de Ciência da Computação no Brasil , a Unidade Acadêmica de Sistemas e Computação da Universidade Federal de Campina Grande é um dos mais importantes centros de pesquisa e educação em computação do país. Conta hoje com  cursos de graduação, especialização, mestrado e doutorado."
